operationId,operationDate,operationType,note,totalAmtAccepted,propositions
RP 041823 1,2023-04-18,Reverse Repo,,2238994000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 91085000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2140509000000}, {'counterpartyType': 'pd', 'amtAccepted': 7400000000}]"
RP 041723 1,2023-04-17,Reverse Repo,,2256845000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 105650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2151195000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041423 1,2023-04-14,Reverse Repo,,2253786000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2150636000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 041323 1,2023-04-13,Reverse Repo,,2321699000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 115650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2206049000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 041223 1,2023-04-12,Reverse Repo,,2303862000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 96741000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2206121000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 041123 1,2023-04-11,Reverse Repo,,2297208000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 103086000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2186622000000}, {'counterpartyType': 'pd', 'amtAccepted': 7500000000}]"
RP 041023 1,2023-04-10,Reverse Repo,,2239655000000,"[{'counterpartyType': 'bank', 'amtAccepted': 50000000}, {'counterpartyType': 'gse', 'amtAccepted': 101350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2122755000000}, {'counterpartyType': 'pd', 'amtAccepted': 15500000000}]"
RP 040623 1,2023-04-06,Reverse Repo,,2173663000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2071263000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040523 1,2023-04-05,Reverse Repo,,2243011000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 106525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2131236000000}, {'counterpartyType': 'pd', 'amtAccepted': 5250000000}]"
RP 040423 1,2023-04-04,Reverse Repo,,2219375000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 114100000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2105273000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 040323 1,2023-04-03,Reverse Repo,,2221010000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 110900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2110109000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 033123 1,2023-03-31,Reverse Repo,,2375171000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 144330000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2230841000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 033023 1,2023-03-30,Reverse Repo,,2271531000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 111750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2159781000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032923 1,2023-03-29,Reverse Repo,,2264862000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 105350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2156511000000}, {'counterpartyType': 'pd', 'amtAccepted': 3000000000}]"
RP 032823 1,2023-03-28,Reverse Repo,,2231749000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 101900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2126349000000}, {'counterpartyType': 'pd', 'amtAccepted': 3500000000}]"
RP 032723 1,2023-03-27,Reverse Repo,,2220131000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 96600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2123531000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032423 1,2023-03-24,Reverse Repo,,2218458000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 93333000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2118125000000}, {'counterpartyType': 'pd', 'amtAccepted': 7000000000}]"
RP 032323 1,2023-03-23,Reverse Repo,,2233956000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 110150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2123806000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 032223 1,2023-03-22,Reverse Repo,,2279608000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 130050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2141558000000}, {'counterpartyType': 'pd', 'amtAccepted': 8000000000}]"
RP 032123 1,2023-03-21,Reverse Repo,,2194631000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 106600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2080231000000}, {'counterpartyType': 'pd', 'amtAccepted': 7800000000}]"
RP 032023 1,2023-03-20,Reverse Repo,,2098393000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 103950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1990693000000}, {'counterpartyType': 'pd', 'amtAccepted': 3750000000}]"
RP 031723 1,2023-03-17,Reverse Repo,,2106166000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 110450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1995716000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031623 1,2023-03-16,Reverse Repo,,2066319000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 90800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1975519000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 031523 1,2023-03-15,Reverse Repo,,2055823000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 80750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1973073000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 031423 1,2023-03-14,Reverse Repo,,2042579000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 60091000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1981488000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 031323 1,2023-03-13,Reverse Repo,,2126677000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 51242000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2071985000000}, {'counterpartyType': 'pd', 'amtAccepted': 3450000000}]"
RP 031023 1,2023-03-10,Reverse Repo,,2188375000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 62625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2123750000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 030923 1,2023-03-09,Reverse Repo,,2229623000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 75975000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2151648000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 030823 2,2023-03-08,Reverse Repo,,2193237000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 66675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2123812000000}, {'counterpartyType': 'pd', 'amtAccepted': 2750000000}]"
RP 030723 1,2023-03-07,Reverse Repo,,2170195000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 67275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2100920000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 030623 1,2023-03-06,Reverse Repo,,2190793000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 74550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2114243000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 030323 1,2023-03-03,Reverse Repo,,2186150000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 72350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2109200000000}, {'counterpartyType': 'pd', 'amtAccepted': 4600000000}]"
RP 030223 1,2023-03-02,Reverse Repo,,2192355000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 65150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2122205000000}, {'counterpartyType': 'pd', 'amtAccepted': 5000000000}]"
RP 030123 1,2023-03-01,Reverse Repo,,2133950000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 57850000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2071100000000}, {'counterpartyType': 'pd', 'amtAccepted': 5000000000}]"
RP 022823 1,2023-02-28,Reverse Repo,,2188035000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 84200000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2097335000000}, {'counterpartyType': 'pd', 'amtAccepted': 6500000000}]"
RP 022723 1,2023-02-27,Reverse Repo,,2162435000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 85458000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2063976000000}, {'counterpartyType': 'pd', 'amtAccepted': 13001000000}]"
RP 022423 1,2023-02-24,Reverse Repo,,2142141000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 84208000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2054683000000}, {'counterpartyType': 'pd', 'amtAccepted': 3250000000}]"
RP 022323 1,2023-02-23,Reverse Repo,,2147417000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 83071000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2058845000000}, {'counterpartyType': 'pd', 'amtAccepted': 5500000000}]"
RP 022223 1,2023-02-22,Reverse Repo,,2113849000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 68921000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2033427000000}, {'counterpartyType': 'pd', 'amtAccepted': 11500000000}]"
RP 022123 1,2023-02-21,Reverse Repo,,2046064000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 56650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1982313000000}, {'counterpartyType': 'pd', 'amtAccepted': 7100000000}]"
RP 021723 1,2023-02-17,Reverse Repo,,2059662000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 64625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1992287000000}, {'counterpartyType': 'pd', 'amtAccepted': 2750000000}]"
RP 021623 1,2023-02-16,Reverse Repo,,2032457000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 70125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1960332000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 021523 1,2023-02-15,Reverse Repo,,2011998000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 59550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1950448000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 021423 1,2023-02-14,Reverse Repo,,2076548000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 70675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2003372000000}, {'counterpartyType': 'pd', 'amtAccepted': 2501000000}]"
RP 021323 1,2023-02-13,Reverse Repo,,2107775000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 71250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2021725000000}, {'counterpartyType': 'pd', 'amtAccepted': 14800000000}]"
RP 021023 1,2023-02-10,Reverse Repo,,2042893000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 65400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1973993000000}, {'counterpartyType': 'pd', 'amtAccepted': 3500000000}]"
RP 020923 1,2023-02-09,Reverse Repo,,2058942000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 67050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1988892000000}, {'counterpartyType': 'pd', 'amtAccepted': 3000000000}]"
RP 020823 1,2023-02-08,Reverse Repo,,2059604000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 70950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1986653000000}, {'counterpartyType': 'pd', 'amtAccepted': 2001000000}]"
RP 020723 1,2023-02-07,Reverse Repo,,2057958000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 73450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1984506000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020623 1,2023-02-06,Reverse Repo,,2072261000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 81801000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1990459000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020323 1,2023-02-03,Reverse Repo,,2041217000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 75701000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1965516000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020223 1,2023-02-02,Reverse Repo,,2050063000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 79500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1970563000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 020123 1,2023-02-01,Reverse Repo,,2038262000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 69700000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1968552000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 013123 1,2023-01-31,Reverse Repo,,2061572000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 71600000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1988962000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000000}]"
RP 013023 1,2023-01-30,Reverse Repo,,2048714000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 64100000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1978164000000}, {'counterpartyType': 'pd', 'amtAccepted': 6450000000}]"
RP 012723 1,2023-01-27,Reverse Repo,,2003634000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 66100000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1937534000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012623 1,2023-01-26,Reverse Repo,,2024069000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 61150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1962919000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012523 1,2023-01-25,Reverse Repo,,2031561000000,"[{'counterpartyType': 'bank', 'amtAccepted': 51000000}, {'counterpartyType': 'gse', 'amtAccepted': 60700000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1970810000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 012423 1,2023-01-24,Reverse Repo,,2048386000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 61250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 1986636000000}, {'counterpartyType': 'pd', 'amtAccepted': 500000000}]"
RP 012323 1,2023-01-23,Reverse Repo,,2135499000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 66550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2059799000000}, {'counterpartyType': 'pd', 'amtAccepted': 9150000000}]"
RP 012023 1,2023-01-20,Reverse Repo,,2090523000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 59800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2026722000000}, {'counterpartyType': 'pd', 'amtAccepted': 4000000000}]"
RP 011923 1,2023-01-19,Reverse Repo,,2110145000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 66750000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2042895000000}, {'counterpartyType': 'pd', 'amtAccepted': 500000000}]"
RP 011823 1,2023-01-18,Reverse Repo,,2131678000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 68350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2057828000000}, {'counterpartyType': 'pd', 'amtAccepted': 5500000000}]"
RP 011723 1,2023-01-17,Reverse Repo,,2093328000000,"[{'counterpartyType': 'bank', 'amtAccepted': 5000000}, {'counterpartyType': 'gse', 'amtAccepted': 71650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2012823000000}, {'counterpartyType': 'pd', 'amtAccepted': 8850000000}]"
RP 011323 1,2023-01-13,Reverse Repo,,2179781000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 80400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2099380000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011223 1,2023-01-12,Reverse Repo,,2202989000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 79500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2123489000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011123 1,2023-01-11,Reverse Repo,,2199170000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 79950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2119220000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 011023 1,2023-01-10,Reverse Repo,,2192942000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 78150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2114792000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010923 1,2023-01-09,Reverse Repo,,2199121000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 86350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2112771000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010623 1,2023-01-06,Reverse Repo,,2208265000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 93400000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2114865000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010523 1,2023-01-05,Reverse Repo,The settled amount is $3.6 billion less than the accepted amount due to unsettled trades.,2242486000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2139936000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 010423 1,2023-01-04,Reverse Repo,,2229542000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 97575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2131216000000}, {'counterpartyType': 'pd', 'amtAccepted': 750000000}]"
RP 010323 1,2023-01-03,Reverse Repo,,2188272000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 77850000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2096422000000}, {'counterpartyType': 'pd', 'amtAccepted': 14000000000}]"
RP 123022 1,2022-12-30,Reverse Repo,,2553716000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1500000000}, {'counterpartyType': 'gse', 'amtAccepted': 154050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2339616000000}, {'counterpartyType': 'pd', 'amtAccepted': 58550000000}]"
RP 122922 1,2022-12-29,Reverse Repo,,2308319000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 116900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2164019000000}, {'counterpartyType': 'pd', 'amtAccepted': 27400000000}]"
RP 122822 1,2022-12-28,Reverse Repo,,2293003000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 124300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2118203000000}, {'counterpartyType': 'pd', 'amtAccepted': 50500000000}]"
RP 122722 1,2022-12-27,Reverse Repo,,2221259000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 112000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2065758000000}, {'counterpartyType': 'pd', 'amtAccepted': 43500000000}]"
RP 122322 1,2022-12-23,Reverse Repo,,2216348000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 112675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2067423000000}, {'counterpartyType': 'pd', 'amtAccepted': 36250000000}]"
RP 122222 1,2022-12-22,Reverse Repo,,2222898000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 139225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2067673000000}, {'counterpartyType': 'pd', 'amtAccepted': 16000000000}]"
RP 122122 1,2022-12-21,Reverse Repo,,2206965000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 130650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2052914000000}, {'counterpartyType': 'pd', 'amtAccepted': 23400000000}]"
RP 122022 1,2022-12-20,Reverse Repo,,2159408000000,"[{'counterpartyType': 'bank', 'amtAccepted': 2000000}, {'counterpartyType': 'gse', 'amtAccepted': 112875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2041431000000}, {'counterpartyType': 'pd', 'amtAccepted': 5100000000}]"
RP 121922 1,2022-12-19,Reverse Repo,,2134765000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 104650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2017115000000}, {'counterpartyType': 'pd', 'amtAccepted': 13000000000}]"
RP 121622 1,2022-12-16,Reverse Repo,,2126540000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 91150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2001690000000}, {'counterpartyType': 'pd', 'amtAccepted': 33700000000}]"
RP 121522 1,2022-12-15,Reverse Repo,,2123995000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 84300000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2025694000000}, {'counterpartyType': 'pd', 'amtAccepted': 14001000000}]"
RP 121422 1,2022-12-14,Reverse Repo,,2192864000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 100800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2072564000000}, {'counterpartyType': 'pd', 'amtAccepted': 19500000000}]"
RP 121322 1,2022-12-13,Reverse Repo,,2180676000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 104375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2044901000000}, {'counterpartyType': 'pd', 'amtAccepted': 31400000000}]"
RP 121222 1,2022-12-12,Reverse Repo,,2158517000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 102475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2054042000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 120922 1,2022-12-09,Reverse Repo,,2146748000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 99125000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2045623000000}, {'counterpartyType': 'pd', 'amtAccepted': 2000000000}]"
RP 120822 1,2022-12-08,Reverse Repo,,2175973000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 109575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2064598000000}, {'counterpartyType': 'pd', 'amtAccepted': 1800000000}]"
RP 120722 1,2022-12-07,Reverse Repo,,2151549000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 122825000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2028724000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 120622 1,2022-12-06,Reverse Repo,,2111465000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 107176000000}, {'counterpartyType': 'mmf', 'amtAccepted': 2001789000000}, {'counterpartyType': 'pd', 'amtAccepted': 2500000000}]"
