operationId,operationDate,operationType,note,totalAmtAccepted,propositions
RP 081415 1,2015-08-14,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",64557000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 63957000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 081315 1,2015-08-13,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",77057000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 75457000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 081215 1,2015-08-12,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",64411000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 63701000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 081115 1,2015-08-11,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",78367000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 77867000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 081015 1,2015-08-10,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",81806000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 81306000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 080715 1,2015-08-07,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",84994000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 700000000}, {'counterpartyType': 'mmf', 'amtAccepted': 84269000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 080615 1,2015-08-06,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",93508000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 725000000}, {'counterpartyType': 'mmf', 'amtAccepted': 92758000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 080515 1,2015-08-05,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",86869000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 86569000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 080415 1,2015-08-04,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",88841000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 88541000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 080315 1,2015-08-03,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",95005000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1825000000}, {'counterpartyType': 'mmf', 'amtAccepted': 93155000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 073115 1,2015-07-31,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",131978000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 129427000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 073015 1,2015-07-30,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",87405000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 85004000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072915 1,2015-07-29,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",86429000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 1525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 84878000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072815 1,2015-07-28,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",81882000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 81582000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072715 1,2015-07-27,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",85122000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 83822000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072415 1,2015-07-24,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",79416000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 79116000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072315 1,2015-07-23,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",112052000000,"[{'counterpartyType': 'bank', 'amtAccepted': 25000000}, {'counterpartyType': 'gse', 'amtAccepted': 13475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 98527000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072215 1,2015-07-22,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",112695000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 13575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 99095000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072115 1,2015-07-21,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",110141000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 11775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 98341000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 072015 1,2015-07-20,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",126570000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 13425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 111120000000}, {'counterpartyType': 'pd', 'amtAccepted': 2025000000}]"
RP 071715 1,2015-07-17,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",116519000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 12075000000}, {'counterpartyType': 'mmf', 'amtAccepted': 102419000000}, {'counterpartyType': 'pd', 'amtAccepted': 2025000000}]"
RP 071615 1,2015-07-16,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",104580000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 102554000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 071515 1,2015-07-15,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",103217000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 101667000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 071415 1,2015-07-14,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",106218000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2075000000}, {'counterpartyType': 'mmf', 'amtAccepted': 104118000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 071315 1,2015-07-13,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",115323000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 112123000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 071015 1,2015-07-10,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",119629000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3725000000}, {'counterpartyType': 'mmf', 'amtAccepted': 115904000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 070915 1,2015-07-09,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",129671000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 127171000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 070815 1,2015-07-08,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",145470000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2075000000}, {'counterpartyType': 'mmf', 'amtAccepted': 143370000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 070715 1,2015-07-07,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",159651000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 154726000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 070615 1,2015-07-06,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",169851000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 168151000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 070215 1,2015-07-02,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",176063000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 173763000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 070115 1,2015-07-01,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",93411000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 93011000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 063015 1,2015-06-30,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",192602000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 12925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 179652000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062915 1,2015-06-29,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_150622.html""> June 22, 2015</a>.",100000000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5500000000}, {'counterpartyType': 'mmf', 'amtAccepted': 94500000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 062915 2,2015-06-29,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",45063000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 1425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 43613000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062615 1,2015-06-26,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",86539000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 526000000}, {'counterpartyType': 'mmf', 'amtAccepted': 85988000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062515 1,2015-06-25,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_150622.html""> June 22, 2015</a>.",100000000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 98000000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]"
RP 062515 2,2015-06-25,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",64918000000,"[{'counterpartyType': 'bank', 'amtAccepted': 20000000}, {'counterpartyType': 'gse', 'amtAccepted': 7375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 57498000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062415 1,2015-06-24,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",136642000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 11175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125442000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062315 1,2015-06-23,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",181548000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 40225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 141298000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 062215 1,2015-06-22,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",171906000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4000000000}, {'counterpartyType': 'gse', 'amtAccepted': 37525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 130356000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061915 1,2015-06-19,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",158541000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 35875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 122641000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061815 1,2015-06-18,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",151135000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 37175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 113935000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061715 1,2015-06-17,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",110708000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 6875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 103808000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061615 1,2015-06-16,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",113979000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 108579000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061515 1,2015-06-15,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",104635000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 100185000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061215 1,2015-06-12,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",81745000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 725000000}, {'counterpartyType': 'mmf', 'amtAccepted': 80995000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061115 1,2015-06-11,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",90833000000,"[{'counterpartyType': 'bank', 'amtAccepted': 10000000}, {'counterpartyType': 'gse', 'amtAccepted': 8525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 82273000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 061015 1,2015-06-10,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",80453000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 375000000}, {'counterpartyType': 'mmf', 'amtAccepted': 80053000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060915 1,2015-06-09,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",76043000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3150000000}, {'counterpartyType': 'mmf', 'amtAccepted': 72868000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060815 1,2015-06-08,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",83323000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5075000000}, {'counterpartyType': 'mmf', 'amtAccepted': 78223000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060515 1,2015-06-05,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",83637000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 76037000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060415 1,2015-06-04,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",96429000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 89129000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060315 1,2015-06-03,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",95389000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 8925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 86439000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060215 1,2015-06-02,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",105031000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5575000000}, {'counterpartyType': 'mmf', 'amtAccepted': 99431000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 060115 1,2015-06-01,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",115206000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 109656000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052915 1,2015-05-29,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",160201000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 11175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 149001000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052815 1,2015-05-28,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",135300000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 9875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 125399000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052715 1,2015-05-27,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",128828000000,"[{'counterpartyType': 'bank', 'amtAccepted': 500000000}, {'counterpartyType': 'gse', 'amtAccepted': 8625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 119678000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052615 1,2015-05-26,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",111048000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 5875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 105148000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052215 1,2015-05-22,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",105844000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 7625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 98194000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052115 1,2015-05-21,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",141963000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 40425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 101513000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 052015 2,2015-05-20,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",154345000000,"[{'counterpartyType': 'bank', 'amtAccepted': 5150000000}, {'counterpartyType': 'gse', 'amtAccepted': 41975000000}, {'counterpartyType': 'mmf', 'amtAccepted': 104695000000}, {'counterpartyType': 'pd', 'amtAccepted': 2525000000}]"
RP 051915 2,2015-05-19,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",131900000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4400000000}, {'counterpartyType': 'gse', 'amtAccepted': 32775000000}, {'counterpartyType': 'mmf', 'amtAccepted': 94700000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 051815 1,2015-05-18,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",135397000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4700000000}, {'counterpartyType': 'gse', 'amtAccepted': 33875000000}, {'counterpartyType': 'mmf', 'amtAccepted': 96797000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 051515 1,2015-05-15,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",76249000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4300000000}, {'counterpartyType': 'gse', 'amtAccepted': 3475000000}, {'counterpartyType': 'mmf', 'amtAccepted': 68449000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 051415 1,2015-05-14,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",61513000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4300000000}, {'counterpartyType': 'gse', 'amtAccepted': 925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 56263000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
RP 051315 1,2015-05-13,Reverse Repo,"See announcement from <a href=""http://www.newyorkfed.org/markets/opolicy/operating_policy_141212.html""> December 12, 2014</a>.",92129000000,"[{'counterpartyType': 'bank', 'amtAccepted': 4100000000}, {'counterpartyType': 'gse', 'amtAccepted': 12050000000}, {'counterpartyType': 'mmf', 'amtAccepted': 75954000000}, {'counterpartyType': 'pd', 'amtAccepted': 25000000}]"
